Country Name,Country Code,Indicator Name,Indicator Code,Attribute,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Base Year
Tuvalu,869,"Balance of Payments, Current Account, Total, Net, Percent of GDP",BCA_GDP_BP6_PT,Value,,1.188159175,19.31644532,7.577513086,-3.952308733,-5.67814586,-5.476765881,-5.085292944,-3.003368531,-1.884686249,
Vanuatu,846,"Balance of Payments, Current Account, Total, Net, Percent of GDP",BCA_GDP_BP6_PT,Value,,-3.288788043,-0.261664286,-11.052547,-16.64895045,-21.14358265,-18.98468928,-11.9425408,-9.465569694,-5.591663993,
Mongolia,948,"Balance of Payments, Current Account, Total, Net, Percent of GDP",BCA_GDP_BP6_PT,Value,,-25.36969606,-11.51969868,-4.839711957,-11.11774485,-19.15703693,-22.42385613,-21.57897605,-14.02906444,-9.854034088,
Asia,229,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,5.400268255,5.401628571,0.417947792,1.60230833,2.89325559,3.673213614,3.940436906,4.242090934,4.321426886,
Australia,193,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,5.902366815,6.70657676,5.954808688,6.026593241,4.550961345,4.400645841,3.961628156,4.078815549,4.210359468,
Japan,158,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,1.211542439,8.316535832,2.799058991,-1.436621289,0.638861353,2.030127704,2.079349053,2.915901127,1.839815335,
New Zealand,196,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,0.844872096,3.022041956,6.562217633,1.140107057,2.577644499,2.68414148,3.059431899,3.209925726,3.185777009,
"China, P.R.: Mainland",924,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,8.759558941,6.907862546,-1.834944213,1.938217791,1.680291764,2.466123812,2.764657185,3.145639698,3.416722145,
"China, P.R.: Hong Kong",532,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,6.163499937,0.883167996,-1.503383106,-0.141443989,2.658561749,2.600302171,2.679720029,2.466546647,2.46700877,
"Korea, Republic of",542,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,4.260028606,2.02958235,0.775835397,1.686084433,2.294745444,2.994942142,3.030890958,3.09708735,3.1141633,
Taiwan Province of China,528,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,3.757621193,5.617257383,-0.059789491,2.116510912,3.908,4.394,4.866,5.194,5.236,
South Asia,9502,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,5.713875873,4.355085335,-2.576040742,5.563592656,6.678752883,7.933907459,7.956037295,8.197701504,7.886654307,
Bangladesh,513,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,12.6583804,8.03861834,8.77909543,9.571403413,7.667915064,9.63644999,9.41424749,9.048058089,9.393831134,
India,534,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,4.625672953,4.371451492,-3.976280166,5.878927789,6.856042479,8.070204111,7.934323929,7.936600189,7.938879124,
Sri Lanka,524,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,16.03421793,13.55704227,3.419532848,8.929346746,4.534532276,8.90727006,6.064819516,10.61259828,4.615482133,
ASEAN,511,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,3.103896419,4.870653785,4.041370059,2.693631138,5.052048232,6.117791881,7.001996743,7.038698434,7.516176249,
Brunei Darussalam,516,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,-9.283894818,0.861699023,-10.80589593,1.661005335,1.396505089,1.408457038,16.9972514,21.21625313,18.44809941,
Cambodia,522,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,16.35037721,13.85273613,12.28666598,15.26071058,12.90388353,12.25296577,11.63565064,12.37551292,10.22336506,
Indonesia,536,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,1.48774301,0.850251958,-1.584167382,3.798975084,8.110391575,7.837910795,8.470062748,8.329735066,8.722652656,
Lao People's Democratic Republic,544,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,19.36170506,7.034470453,6.651884847,10.4584107,4.716181327,8.011141527,6.504972884,0.565518351,5.871600159,
Malaysia,548,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,0.073571239,5.574607527,4.428165938,-1.938577427,3.462926008,3.45828617,4.052609631,3.852479389,4.292933104,
Myanmar,518,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,12.64041215,22.63119045,1.674354036,9.541842274,22.2731098,18.88280776,10.71538988,10.60172281,15.10361264,
Philippines,566,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,2.844161157,11.84701707,-0.520287512,3.084703501,5.089773807,5.84312211,5.792549071,5.395137463,5.630857387,
Singapore,576,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,4.832072171,4.275844643,2.468970527,-2.165370322,3.380037718,3.400990182,3.503427641,3.812400419,3.994547708,
Thailand,578,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,2.668129722,0.209955522,1.788779138,-1.00666271,1.412419176,2.262459165,2.786406349,2.573530614,2.959550945,
Vietnam,582,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,13.04358915,15.39837129,16.42804747,12.89353482,9.132566508,12.49416087,14.0557206,14.20709302,14.27833299,
Bhutan,514,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,-13.35055308,-7.73565488,0.697402994,-6.282172689,0.706472752,20.27099245,28.23028326,14.43625163,3.091448287,
Kiribati,826,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,3.044314072,0.499246752,3.862790768,-3.452202549,4.008294335,2.811710783,2.970130248,2.991951916,3.001094502,
Maldives,556,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,10.78537181,10.10265511,-5.685064991,3.891213251,1.62134199,2.575464903,3.338804815,4.287504443,4.30682191,
"Marshall Islands, Republic of",867,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,1.070464543,-7.641045407,5.12405448,5.294282519,0.762671191,2.445630985,2.386552143,2.749002998,2.36928508,
Palau,565,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,-19.38160362,18.43233526,7.022560638,-11.2857856,8.237521909,5.171944674,3.781328156,2.607055186,2.503411648,
Papua New Guinea,853,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,-3.977038214,-9.301822232,-13.47446694,-9.84322369,2.25350006,1.922613885,1.264002808,1.052953678,0.77771599,
Solomon Islands,813,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,-2.78108895,0.03498563,2.766607909,-10.37010167,0.264081028,3.638547876,3.174538223,2.684917352,4.582057233,
Mongolia,948,"External Trade, Exports of Goods and Services, Percent Change",TX_R_PC_PP_PT,Value,,7.247079566,33.61798602,-15.79767953,-13.3023165,-12.81215463,-6.770011878,8.707524827,12.7373194,-3.709390736,
Asia,229,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,4.875180274,5.326887379,1.915195926,2.632463935,3.47701203,4.076166625,4.427324854,4.314166135,4.476904969,
Australia,193,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,-1.760859062,-1.689670819,1.678215065,0.265887987,5.073036309,3.252031461,3.448358506,3.306728437,3.380863668,
Japan,158,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,3.08810771,7.241986343,0.307691162,-0.823930894,2.263706129,2.560692869,3.476872466,1.557878169,2.275809962,
New Zealand,196,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,6.23082791,7.921835849,3.646813993,2.195854794,2.327524631,2.902342203,3.416034624,3.601317273,3.518334475,
"China, P.R.: Mainland",924,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,10.6465416,8.710477347,0.585657196,3.891075907,2.690408029,2.914484282,3.14499868,3.279693906,3.265395856,
"China, P.R.: Hong Kong",532,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,6.598831656,0.970581052,-1.869199637,-0.194078773,2.594816666,2.613319803,2.827081157,2.699568789,2.746619093,
"Korea, Republic of",542,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,1.710224956,1.46598835,3.226051945,2.494584832,3.195760513,3.854363229,3.873450806,3.970786011,4.027548996,
Taiwan Province of China,528,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,4.463140383,5.019726412,1.922003354,0.616269484,4.26,4.56,4.86,5.12,5.2,
South Asia,9502,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,-2.609858567,6.672851631,4.859589362,7.378389119,6.586632803,7.854956204,7.793803654,8.076477239,7.576724671,
Bangladesh,513,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,7.62063712,8.571661957,15.07273529,12.32021038,7.332273497,9.145769797,9.131911373,8.744251056,9.033729892,
India,534,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,-3.776419095,6.727713899,2.753251378,6.473224502,6.600012896,8.122141447,8.1225683,8.377003842,8.211887533,
Sri Lanka,524,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,0.387738495,11.05882545,19.82901964,14.99288868,5.365997787,5.231542601,3.442406026,7.486077693,3.217067042,
ASEAN,511,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,3.51984823,2.536825169,4.272047854,3.851025972,4.977173118,6.362746499,7.01441039,6.957932092,7.287148509,
Brunei Darussalam,516,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,-4.131014769,-30.90276381,-11.71100581,6.917234961,0.545927213,1.863454916,10.14700214,12.25850116,13.32248974,
Cambodia,522,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,12.73351598,7.170767593,12.62132543,12.27812309,12.10843346,9.594179104,8.468595434,8.244181079,7.540760119,
Indonesia,536,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,0.311776745,-0.940218277,-5.38151447,6.528819234,7.673214178,7.857633823,7.887355591,7.418593402,7.975398216,
Lao People's Democratic Republic,544,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,5.38715545,2.492987732,-0.952017262,1.652283034,8.016509999,7.313017026,3.745454645,2.839929049,-0.491523162,
Malaysia,548,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,1.826453174,4.006492296,2.07921177,0.814743433,2.104093181,2.896378177,3.630540626,3.332607077,3.738150628,
Myanmar,518,"External Trade, Imports of Goods and Services, Percent Change",TM_R_PC_PP_PT,Value,,13.88254002,26.32891348,7.473351524,14.38397671,16.65885668,15.7134286,11.4767306,9.824608301,10.53363973,
Asia,229,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,5.797520502,5.580187607,5.433416152,5.400475262,5.346727493,5.367463885,5.486507948,5.485341197,5.551937928,
Australia,193,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,2.005601553,2.687196637,2.443814096,2.869979044,2.665295075,2.892838378,2.989949257,2.944193034,2.827654025,
Japan,158,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,1.356736022,-0.027780887,0.539349864,0.509566308,0.562637306,0.453037588,0.675805708,0.117260042,0.61279328,
New Zealand,196,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,1.680001557,3.021615102,2.998963952,2.76584073,2.706633215,2.592582276,2.494073845,2.539299322,2.566014115,
"China, P.R.: Mainland",924,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,7.8,7.3,6.9,6.588139633,6.170586143,6.03,6,5.9,5.8,
"China, P.R.: Hong Kong",532,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,3.08804821,2.68193502,2.436791891,1.438521079,1.853713697,2.807975425,3.220050234,3.082651701,2.937601896,
"Korea, Republic of",542,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,2.896220054,3.341447519,2.611935409,2.720195585,3.038068414,3.059220538,3.007748199,2.998755143,2.982417041,
Taiwan Province of China,528,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,2.202440392,3.924934953,0.647897743,0.972080981,1.664803851,1.934578815,2.249272252,2.544222024,2.743406726,
South Asia,9502,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,6.207929528,6.809899054,7.081902014,7.197007056,7.247304067,7.329195959,7.499186988,7.597139806,7.729264327,
Bangladesh,513,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,6.03803736,6.314085213,6.811657422,6.923036251,6.903288201,7,7,6.741545894,6.5,
India,534,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,6.638755462,7.243509024,7.563387556,7.616677906,7.608115608,7.668814563,7.827526556,7.955524586,8.122209587,
Sri Lanka,524,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,3.395722774,4.878640647,4.785933632,5,5,5,5.2,5.4,5.5,
Nepal,558,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,4.128877676,5.988933368,2.725365459,0.560589013,4.047930821,3.766571915,3.82004543,3.788579051,3.834026556,
ASEAN,511,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,5.05899859,4.60358268,4.764492865,4.833352376,5.108379495,5.209726477,5.392987018,5.528551173,5.543085058,
Brunei Darussalam,516,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,-2.124783186,-2.34864098,-0.55074411,0.376323803,3.947195729,1.712029751,9.064160008,13.02862346,13.17115744,
Cambodia,522,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,7.427900099,7.071525352,7.036087179,6.991899377,6.911406206,6.794893054,6.757324767,6.519123493,6.285017647,
Indonesia,536,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,5.557263689,5.023889052,4.793921304,4.935120756,5.300037236,5.500112732,5.799740428,6.000212453,6.000853183,
Lao People's Democratic Republic,544,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,7.967987411,7.500573808,7.55931228,7.478469027,7.263841028,7.304080233,7.212946543,7.082066837,7.097085136,
Malaysia,548,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,4.69372252,6.012690036,4.967674266,4.3,4.6,4.7,4.9,5,5,
Myanmar,518,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,8.427677575,8.699746636,7.030816998,8.072204726,7.696104177,7.750067247,7.622153309,7.651543853,7.659390693,
Philippines,566,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,7.064009888,6.216544794,5.90691837,6.40000064,6.69674346,6.8,6.9,7,7,
Singapore,576,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,4.675248276,3.260046591,2.008348373,1.69466882,2.229646936,2.641678561,2.635425212,2.635425212,2.635425212,
Thailand,578,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,2.70211729,0.817633102,2.819683122,3.234097168,3.273706483,3.097167164,3.033919066,3.033919066,3.033919066,
Vietnam,582,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,5.421873799,5.983634849,6.67930813,6.1,6.2,6.2,6.2,6.2,6.2,
Bhutan,514,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,3.570475314,3.818127122,5.213714102,6.028486239,6.408630329,11.34265762,13.87697543,8.50152687,5.231192867,
Fiji,819,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,4.735557923,5.289234505,4.3,2.5,3.9,3.9,3.6,3.6,3.6,
Kiribati,826,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,5.782164323,2.408704811,3.496995189,3.074732931,2.478712751,2.014172282,1.487975497,1.689492397,1.815199618,
Maldives,556,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,4.69770875,6.479384759,1.515245939,3.008267047,4.059876043,4.715681647,4.722155313,4.779915699,4.724322714,
"Marshall Islands, Republic of",867,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,-1.073990088,0.398062973,1.379068779,1.745163508,1.750031487,1.59962375,1.550544686,1.336450028,1.3,
"Micronesia, Federated States of",868,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,-3.561518835,-3.402898057,-0.164921439,1.053562091,0.722411638,0.718223468,0.824271178,0.48034527,0.6,
Palau,565,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,-2.409274277,4.234079877,9.383689562,0,5,5,4,3,2,
Papua New Guinea,853,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,4.734803832,7.352608126,6.619787527,2.540932916,2.953125928,2.486958021,3.371378589,3.38963245,3.415703156,
Samoa,862,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,-1.931325182,1.196146621,1.634775059,3.014977665,1.5090759,2.038807748,2.103983938,2.103983938,2.103983938,
Solomon Islands,813,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,3.020456238,1.979384022,3.25,2.999114491,3.270791031,3.00933265,2.995353088,2.998842276,3.240687579,
"Timor-Leste, Dem. Rep. of",537,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,2.875695733,5.861136159,4.251,5,5.5,6,6.5,5.5,5.500342783,
Tonga,866,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,-0.565545018,2.896921266,3.411636443,2.726308314,2.440973959,2.708004667,2.303733313,1.773981682,1.784196318,
Tuvalu,869,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,1.292326462,2.236106813,2.642013713,3.951913367,2.267878331,2.335116729,2.216674225,2.021799219,2.070993406,
Vanuatu,846,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,1.96914608,2.330436376,-0.8,4,4.5,4,3.5,3,3,
Mongolia,948,"National Accounts, Gross Domestic Product, Real, Constant Prices, Percent Change",NGDP_R_PC_PP_PT,Value,,11.64891619,7.885225481,2.357171189,0.041471652,0.97636868,3.466654065,5.129723428,8.574177658,5.467369048,
Asia,229,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,5.222907137,5.253209687,5.239294453,5.555678153,5.6152477,5.527919822,5.631479508,5.555751619,5.628098343,
Australia,193,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,0.139914443,1.149313328,1.072847583,1.891579496,2.826431384,2.605870561,2.848047683,2.740070685,2.720465978,
Japan,158,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,1.660554473,0.004188382,0.103662944,0.621142175,0.800306648,0.50581211,0.872092086,-0.150086675,0.661608952,
New Zealand,196,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,3.148949707,4.426656199,2.110331496,3.376360077,2.605496059,2.66464701,2.626310172,2.687925449,2.695865327,
"China, P.R.: Mainland",924,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,8.111814611,7.166953214,7.17585092,7.148631917,6.454266116,6.174673037,6.117376046,5.994177962,5.885972759,
"China, P.R.: Hong Kong",532,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,4.039317057,2.871188061,1.638003381,1.341149781,1.712604799,2.837750121,3.535689824,3.573883377,3.51772305,
"Korea, Republic of",542,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,0.696239247,2.466798199,3.681971848,1.273135069,3.768835139,3.50567759,3.548985917,3.55204411,3.55509087,
Taiwan Province of China,528,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,2.034874438,3.562146441,1.459104882,1.331198128,1.741449078,1.863054931,2.034451979,2.266927263,2.500976448,
South Asia,9502,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,3.355542701,6.573135457,5.55255945,6.797562546,7.493530245,7.565383602,7.718286329,7.809932795,7.865778915,
India,534,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,3.223695099,6.790943024,5.63128022,6.871397479,7.525441163,7.821895396,7.99664861,8.173007994,8.298533914,
Sri Lanka,524,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,2.721273781,7.238065688,2.996899206,2.556720282,5.55387837,3.870423503,3.795005515,3.715080997,4.223439784,
Nepal,558,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,6.875256788,8.060057815,3.315653591,-0.435256848,5.097279573,4.500446051,3.578248168,3.213615343,3.789018228,
ASEAN,511,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,4.998104515,3.805322779,5.182908068,5.540900432,5.615605624,5.480814021,5.510256627,5.491368553,5.433403972,
Brunei Darussalam,516,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,3.180514736,-17.41243986,2.85432862,-4.232181219,6.069283027,1.679232884,2.053731142,2.556478307,2.626146985,
Cambodia,522,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,8.266095902,7.832804291,6.800730453,6.370493034,6.970821566,7.011722118,6.686341394,6.257524799,6.004094001,
Indonesia,536,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,4.662813195,5.00034694,4.356305281,5.037766038,5.41598754,5.548888129,5.742701744,5.858960115,5.874471615,
Malaysia,548,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,6.336004451,5.322854018,5.867515929,6.121825891,4.696936436,4.989123337,4.811840229,4.889218347,4.80909167,
Myanmar,518,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,8.438410829,8.735401148,7.06186995,8.106845086,7.685515203,7.746897406,7.634124817,7.650758158,7.634454102,
Philippines,566,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,9.698782546,5.238672188,8.351929364,11.38481393,8.492032969,7.567218079,7.609165791,7.643816619,7.69488935,
Singapore,576,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,4.275906899,0.169354942,0.526997102,3.301119184,3.754987097,3.991183397,4.017515815,3.776857264,3.751234776,
Thailand,578,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,1.810890827,-2.767163831,2.725955136,3.462169691,4.97088232,3.962766448,3.850760168,3.743548766,3.569514565,
Vietnam,582,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,5.3869145,7.007885108,9.095394033,3.438765619,5.265210682,5.788850331,5.411678839,4.546853127,4.078347262,
Bhutan,514,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,0.588977615,5.244480614,4.117978862,12.15806866,8.067488852,3.247706627,3.259526457,0.12633252,4.195258435,
Maldives,556,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,-1.356322479,7.00722463,7.721135532,5.041339423,6.712407626,8.408941916,0.938090771,0.715572499,3.429269051,
Palau,565,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,-1.147752085,11.08291363,2.417331084,14.54502143,7.084645097,5.567674249,1.024168845,1.435570106,1.50920215,
Solomon Islands,813,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,11.81757743,0.755498719,4.336504055,11.47520174,4.701004231,0.90965095,2.138960888,3.136658769,1.671123924,
Vanuatu,846,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,6.630552546,4.906757538,17.68794399,-0.609864307,7.930993696,1.772235013,-3.271824474,0.448896046,-1.098628432,
Mongolia,948,"National Accounts, Total Domestic Demand, Real, Constant Prices, Percent Change",NTDD_R_PC_PP_PT,Value,,8.81974068,-9.055901288,-6.047024856,5.993634604,9.910782863,0.981847785,1.257478174,3.649529165,3.467231155,
Asia,229,"National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions",NGDPD_USD,Value,,2.30483E+13,2.39785E+13,2.38245E+13,2.50255E+13,2.70513E+13,2.90615E+13,3.13373E+13,3.38265E+13,3.6405E+13,
Australia,193,"National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions",NGDPD_USD,Value,,1.50576E+12,1.44438E+12,1.22529E+12,1.25664E+12,1.34361E+12,1.41381E+12,1.49388E+12,1.57419E+12,1.64003E+12,
Japan,158,"National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions",NGDPD_USD,Value,,4.90886E+12,4.59552E+12,4.12421E+12,4.7303E+12,5.10626E+12,5.23042E+12,5.39557E+12,5.50644E+12,5.60352E+12,
New Zealand,196,"National Accounts, Gross Domestic Product in US Dollars, Constant Prices, in billions",NGDPD_USD,Value,,1.8599E+11,1.97988E+11,1.72257E+11,1.79359E+11,1.92816E+11,2.02379E+11,2.12936E+11,2.24908E+11,2.35526E+11,
